ensemble_cluster_id,product_idx,supermarket,source,confidence,reason
6330,25469,Morrisons,llm_completion,0.95,"VK Mixed Pack with matching volume (2750ml approx) and 10x275ml pack structure. Heets products (B-G) are tobacco products, not alcoholic drinks. Ok Vape (H) is "
4574,55795,Tesco,llm_completion,0.95,"Same brand (Bisto), same variety (Beef Gravy Granules with reduced salt), same weight (230g). 'Reduced Salt' and '25% Less Salt' are equivalent descriptions of "
6474,21162,Morrisons,llm_completion,0.95,"Dolmio brand, Light Creamy Lasagne Sauce variety, 475g weight matches cluster. Minor word order variation (Lasagne Light vs Light Lasagne) is acceptable as it's"
6626,22797,Morrisons,llm_completion,0.95,"Sharwood's 2 Peshwari Naans matches the cluster: same variety (Peshwari), same pack count (2), same weight (260g implied from context), and Sharwood's is a bran"
7287,27415,Morrisons,llm_completion,0.95,"Airwaves Menthol & Eucalyptus is the brand, variety, and flavour match. While exact weight/pack count cannot be verified from truncated text, the product name a"
4225,23224,Morrisons,llm_completion,0.95,"John West No Drain Fridge Pot, 110g matches cluster. Candidate A appears to be the same product (text truncated but matches brand, format, weight, and 'No Drain"
4196,22938,Morrisons,llm_completion,0.95,"John West Tuna Chunks In Spring Water 3x80g (240g) matches the cluster's core product: tuna chunks, spring water, 3-pack of 80g cans, 240g total. Same variety, "
3886,43475,Sains,llm_completion,0.95,"Sainsbury's Blue Stilton Cheese 220g matches the cluster's core product (Blue Stilton cheese). All cluster items are Blue Stilton, different supermarket own-bra"
10352,13185,ASDA,llm_completion,0.95,"Rowse brand, honey product, 680g size matches cluster. 'Pure & Natural' is a standard Rowse variety line equivalent to 'Original Squeezy' in the cluster."
5280,58421,Tesco,llm_completion,0.95,"Popchips BBQ Flavour 5x17g totals 85g, matching the 84.9g cluster. Same brand (Popchips), same flavour (BBQ), same 5-pack multipack format, and equivalent weigh"
11679,49801,Tesco,llm_completion,0.95,"Tesco Cut Basil 30G matches the cluster: same product type (basil), same weight (30g), same pack format (fresh packed herb). Own-brand across different SMs is a"
11799,52147,Tesco,llm_completion,0.95,"Tesco Perfectly Ripe Gold Kiwi 4 Pack matches the cluster: gold kiwi variety, 4 pack count (matching ASDA's 4-pack), Tesco own-brand equivalent to ASDA/Morrison"
311,58472,Tesco,llm_completion,0.95,"Billingtons Golden Caster 1Kg matches the cluster - same brand (Billington's), same variety (Golden Caster Sugar), same weight (1000g). The cluster contains bot"
11349,33607,Sains,llm_completion,0.95,Sainsbury's Mini Gems Sweets 250g is the same core product (Mini Gems jelly sweets) as the cluster. Different weight (250g vs 160-200g in cluster) is acceptable
1289,39279,Sains,llm_completion,0.95,"Shloer brand, White Grape flavour, 750ml volume. 'Light' and 'Zero' are synonymous product lines for this brand. All other candidates differ in brand, flavour, "
12323,23441,Morrisons,llm_completion,0.95,"Morrisons Garlic Paste is the same core product as the cluster (garlic paste, own-brand, similar weight 115.3g vs 85-90g range). Minor weight variation is accep"
1745,34007,Sains,llm_completion,0.95,"Jacob's Savours Cheese Thins Crackers 150g matches the cluster's core product: cheese thins, 150g weight, same category of thin cheese crackers/biscuits"
11401,12948,ASDA,llm_completion,0.95,"Same brand (Wrigley's Extra), same variety (Cool Breeze), same flavor profile (Sugarfree), matching weight (84.1g), and same pack format (bottle with 60 pieces "
11434,16319,ASDA,llm_completion,0.95,"Same brand (Wrigley's Airwaves), same variety (Menthol & Eucalyptus), same sugar-free designation, same core product despite multipack format (6x10=60 pieces vs"
486,44154,Sains,llm_completion,0.95,"Same core product: cheese & onion sandwich filler, own-brand supermarket product, similar weight (220g vs 235-250g range in cluster), same format and purpose"
235,18146,Morrisons,llm_completion,0.95,"Milo Ghana Tin 400g matches the cluster: same brand (Milo), same variety (Ghanaian/Ghana malt chocolate), same weight (400g), same pack type (tin). Minor naming"
830,49403,Tesco,llm_completion,0.95,"Ka Sparkling Black Grape, same brand, same flavour, same 2L/2000ml volume. Minor wording differences in product name formatting are immaterial."
12509,12962,ASDA,llm_completion,0.95,"Wrigley's Extra Ice Peppermint Sugarfree Gum 63.9g matches the cluster's brand (Wrigley's), weight (63.9g), and core product (Extra Ice sugarfree gum). The clus"
11574,14524,ASDA,llm_completion,0.95,"ASDA Tender Chicken Breast Mini Fillets 650g matches the core product: chicken breast mini fillets, similar weight (650g matches Tesco exactly), own-brand equiv"
11585,56595,Tesco,llm_completion,0.95,Tesco Lean Diced Beef 400g matches the core product of diced beef across the cluster. All are own-brand diced beef products from different UK supermarkets with 
824,38661,Sains,llm_completion,0.95,"Ocean Spray Cranberry Classic Light 1L matches all cluster criteria: same brand (Ocean Spray), same variety (Cranberry Classic Light), same volume (1000ml/1L), "
1941,32337,Sains,llm_completion,0.95,"Mug Shot brand, Roast Chicken Pasta variety, ~55g weight matches cluster products. Only minor difference is 'Soup' descriptor in name, but core product (Mug Sho"
13527,28306,Morrisons,llm_completion,0.95,"Richmond meat-free vegan bacon rashers, same brand and core product. Pack count differs (8 vs 6) but weight is 120g matching the cluster. The 'Meat Free Vegan' "
825,39619,Sains,llm_completion,0.95,"Welch's Purple Grape Light 1L matches the cluster's brand (Welch's), flavor (purple grape), variety (light), and volume (1000ml). Minor naming variation is acce"
7954,28265,Morrisons,llm_completion,0.92,Morrisons Breaded Southern matches the cluster's core product (southern fried breaded chicken goujons) and weight (270g). Own-brand equivalent across different 
8010,46007,Sains,llm_completion,0.92,"A is a whole pork fillet/tenderloin (~460g), matching the cluster's core product (whole pork fillet 425-500g). B is premium/differentiated line. C-D are chicken"
1004,35132,Sains,llm_completion,0.92,"Sainsbury's Cake Decorations, Chocolate Vermicelli 69g matches the cluster's core product (chocolate sprinkles/vermicelli for baking/cake decoration) at compara"
2041,54890,Tesco,llm_completion,0.92,"Tesco Sliced Fruit Loaf matches the core product: own-brand fruit loaf in standard loaf format, approximately 400g weight category, same variety as cluster prod"
7060,27569,Morrisons,llm_completion,0.92,Maltesers Truffles brand and variety match the cluster. Weight (450g) is larger but within acceptable range for gift boxes of the same product line. Same core p
4438,20789,Morrisons,llm_completion,0.92,"Heinz Salad Cream Light/30% Less Fat - same brand, same variety (light/reduced fat), same weight (600g). Different weight variations across SMs (600g vs 605g) a"
10688,4834,ASDA,llm_completion,0.92,"Same brand (Magners), same variety (Original Apple Irish Cider), same volume per can (440ml). Pack count differs (12 vs 10) and total volume slightly higher (52"
9950,513,ASDA,llm_completion,0.92,"Twinings Lady Grey, 80 tea bags, 200g. Minor descriptor difference ('Plant-Based' and 'Bright with Zesty Orange') but same core product - Lady Grey variety, sam"
4622,34754,Sains,llm_completion,0.85,"Same core product (Ras El Hanout spice mix), same brand (Schwartz), similar weight (45g vs 38-40g cluster average). Minor weight difference acceptable as typica"
7288,27343,Morrisons,llm_completion,0.85,"Extra Spearmint Sugarfree Chewing Gum multipack - same brand, same flavour, same type. Text truncation suggests matching product, though weight/pack count not f"
5387,58088,Tesco,llm_completion,0.85,"Proper Chips BBQ 85g matches the cluster's brand (Properchips), flavor (BBQ/Barbecue), and weight (85g). Minor naming variation (Proper vs Properchips) is accep"
5399,52380,Tesco,llm_completion,0.85,"Tesco Potato Chip Snacks 150G matches the core product: potato-based salted snack, 150g pack, ready-salted variety. While product name varies slightly across re"
8041,30231,Morrisons,llm_completion,0.85,"Morrisons Butcher's Style Thick Lincolnshire Sausages matches the cluster's core product: Lincolnshire pork sausages, 6-pack format (450g aligns with cluster ra"
14176,26417,Morrisons,llm_completion,0.85,Twister brand match with berry/fruit flavours. Volume 275ml is close to cluster range (280-300ml). Pack count not explicitly stated for candidate but Twister is
5463,18757,Morrisons,llm_completion,0.85,"Morrisons Italian Penne 500g matches the core product: penne pasta, own-brand across UK supermarkets, same 500g weight. 'Italian' is a minor descriptor but repr"
13725,20099,Morrisons,llm_completion,0.85,"Morrisons Honey Skyr is Skyr brand (Arla), 450g pack size matches cluster. However, flavor is Honey rather than Vanilla, making it a different variety/flavor fr"
5534,20052,Morrisons,llm_completion,0.85,"The Vegetarian Butcher brand, vegan chicken product, 160g weight. Candidate A appears to be 'What The Cluck' based on the partial text 'Vegan Chic' and matches "
183,53761,Tesco,llm_completion,0.85,"Tesco Classic Instant Coffee 200g matches the cluster's core product: instant coffee, 200g weight, own-brand. All cluster items are own-brand instant coffee at "
7969,28165,Morrisons,llm_completion,0.85,"Morrisons The Best Air Dried Un[smoked] matches the cluster's core product: unsmoked, dry cured/air dried streaky bacon rashers, premium own-brand tier (The Bes"
4037,58745,Tesco,llm_completion,0.85,"Tesco Finest Skinless & Boneless Cod Loins matches the cluster's core product: premium own-brand cod loins, similar weight (280g vs 250-260g range), same pack c"
4077,28674,Morrisons,llm_completion,0.85,"Morrisons Chip Shop Mushy Peas is the same core product (mushy peas) as the cluster. While the weight differs (400g vs 300g in cluster), this is the closest mat"
7603,32084,Sains,llm_completion,0.85,Capers in brine product matching cluster. Weight close to cluster range (198g vs 175g average). Sainsbury's own-brand acceptable as different SM own-brand. Only
4930,58058,Tesco,llm_completion,0.85,"Maggi So Juicy Garlic chicken product, 30g weight matching Morrisons and Sainsbury's entries in cluster. Brand, flavour family (garlic chicken herbs), and weigh"
6346,27677,Morrisons,llm_completion,0.85,"Morrisons No Added Sugar Apple & Rasp matches the cluster's Apple & Raspberry flavor, sugar-free formulation, and 1000ml volume. The truncated product name 'Ras"
5902,25969,Morrisons,llm_completion,0.85,"Same core product: Tiger Bloomer variety, 800g weight, thick sliced specification. Morrisons own-brand equivalent to other supermarket versions in cluster."
11682,1091,ASDA,llm_completion,0.85,"ASDA Tender & Crunchy Broccoli is plain broccoli in similar weight range (360g vs 300-335g cluster). Other candidates are mixed vegetables, flavored products, o"
4852,23477,Morrisons,llm_completion,0.85,"De Nigris Organic Balsamic Vinegar 250ml matches the core product (organic balsamic vinegar of Modena, 250ml). Brand differs from cluster but both De Nigris and"
442,43483,Sains,llm_completion,0.85,"Sainsbury's Sliced White Mushrooms 250g matches the cluster's core product: sliced mushrooms, 250g weight, standard white/button variety. Own-brand equivalent a"
11990,16177,ASDA,llm_completion,0.85,ASDA Sweet & Nutty Sprouts 500g is a brussels sprouts product in the same 500g pack size. While it has a flavored variety (Sweet & Nutty) versus plain sprouts i
7170,27281,Morrisons,llm_completion,0.85,"Mars brand snack/fun size bars multipack. Cluster shows Mars Funsize/Fun Size multipacks (9x33.8g or 16x18g). Candidate B is Mars Snack Size 9 bars at 300g, mat"
5933,26093,Morrisons,llm_completion,0.85,Regal Plain Fairy Cakes is a branded product matching the cluster's core product (12 plain fairy cakes). Plain/unflavored variety aligns with the basic 'Fairy C
6903,55717,Tesco,llm_completion,0.85,"Pieminister Moo Pie 270g matches the brand, core product (Moo pie), and weight. The cluster shows slight variation in ale type (Craft Ale vs Gem Ale) but same c"
6853,50427,Tesco,llm_completion,0.85,"Tesco Tomato & Basil Soup With Double Cream 600G matches the cluster's core product (cream of tomato soup, 600g). While it includes basil flavoring, the base pr"
4448,21935,Morrisons,llm_completion,0.85,Morrisons Light Salad Cream is the same core product category (salad cream) with comparable weight (425g vs 420-450g range in cluster). Different variety (Light
4748,20950,Morrisons,llm_completion,0.85,"Extra Virgin Olive Oil, 500ml volume matches cluster. Terra Delyssa is a branded product (different brand from cluster's own-brands, but cluster shows own-brand"
11903,12263,ASDA,llm_completion,0.85,"ASDA Side For Two Cauliflower Cheese 400g matches the core product (cauliflower cheese) present in the cluster. While Tesco's version is 350g and this is 400g, "
409,30570,Morrisons,llm_completion,0.85,Morrisons own-brand mashed potato in 400g size matches the core product (plain mashed potato) from the cluster. Different SM own-brands are allowed when the cor
11710,34604,Sains,llm_completion,0.85,"Sainsbury's Figs 200g is the same core product (dried/soft figs) as the cluster. Weight differs (200g vs 250g in cluster), but this is a minor variation common "
8104,58464,Tesco,llm_completion,0.85,"Coors Lager Beer same brand and variety as cluster. Pack count differs (18 vs 15) and volume per can differs (330ml vs ~439ml average), but A is closest match t"
8256,25317,Morrisons,llm_completion,0.85,"BrewDog Punk Alcohol Free Beer matches brand, variety (Punk AF), volume (1319.1ml ≈ 1319.3ml), and pack count (4x330ml). Minor naming variation ('Punk' vs 'Punk"
3656,21773,Morrisons,llm_completion,0.85,Morrisons Rice Crackles 375g matches the core product category (rice-based breakfast cereal/snack) and weight (375g) of the cluster. While brand names differ ac
2685,62139,Tesco,llm_completion,0.85,Lamb mince core product match. Acre Lane is Tesco's own-brand equivalent to ASDA/Morrisons/Sainsbury's lamb mince. Weight (454g) is comparable to cluster range 
2989,63533,Tesco,llm_completion,0.85,"4 pack, quarter pounder beef burgers, 454g weight matches cluster specifications. 'Quarter Pounder' and '1/4Lb' are equivalent descriptions. Own-brand Tesco pro"
3558,23253,Morrisons,llm_completion,0.85,"Spam Lite 200g matches the brand, variety (Lite), and weight of the cluster. The cluster lists show 'Chopped Pork and Ham' descriptor, but A is the standard Spa"
9402,5680,ASDA,llm_completion,0.85,"Beef Bourguignon 400g ready meal matching cluster. Oxo is a branded alternative but same core product (beef bourguignon), same weight (400g). Different brand fr"
14011,28367,Morrisons,llm_completion,0.85,Morrisons Medium Smoked Gammon Joint matches the core product (smoked gammon joint) from the cluster. All three cluster items are smoked gammon joints with crac
2820,26719,Morrisons,llm_completion,0.85,"Morrisons The Best Raw Peeled King Prawns 220g matches the cluster's core product: raw peeled jumbo/king prawns, premium own-brand tier (equivalent to Finest/Ta"
9479,10036,ASDA,llm_completion,0.85,"ASDA own-brand houmous, plain/classic variety, 200g - matches the cluster's pattern of plain houmous in 200g format from different own-brands (Morrisons, Sainsb"
9609,1594,ASDA,llm_completion,0.85,"Innocent brand, 600ml total, 4x150ml pack format. Cluster contains two different Innocent flavours (Apples & Blackcurrants, Peaches/Passion Fruits/Oranges) - th"
11210,1081,ASDA,llm_completion,0.85,ASDA Light & Nutty Cauliflower Florets 250g matches the core product (cauliflower florets) present in the cluster. While weight varies across cluster (240-1000g
9823,2853,ASDA,llm_completion,0.85,"Pastificio Liguori Mezzi Rigatoni is a branded rigatoni pasta at 500g, matching the core product (tube pasta, rigatoni cut) found in the cluster. While the clus"
9307,43823,Sains,llm_completion,0.85,120g weight matches cluster. Sainsbury's own-brand Honey Roast Cooked Ham Slices with 7 slices aligns with standard deli ham products. Similar core product to A
9901,7003,ASDA,llm_completion,0.85,"Nature's Path Organic Gluten Free with berry and yogurt chunks, 300g matches the cluster's brand, gluten-free status, berry variety, yogurt component, and weigh"
10883,11428,ASDA,llm_completion,0.85,"ASDA Spiced Rum and Cola matches the core product (spiced rum & cola premix, 1000ml, 4x250ml pack). Captain Morgan branded versions in cluster vs ASDA own-brand"
10687,13439,ASDA,llm_completion,0.85,"Pecorino wine, 750ml volume matches cluster. Different brand (Roversi vs Morrisons/Sainsbury's/Tesco own-brands) but same core product variety and volume."
10038,36705,Sains,llm_completion,0.85,"Whole peeled tomatoes vs chopped tomatoes are different product varieties within the same core category. However, A is the closest match in terms of unbranded t"
2166,35886,Sains,llm_completion,0.85,"Tiptree is a branded marmalade manufacturer present in the cluster (Mackays products). Candidate B is Tiptree marmalade in 340g size, matching the weight of clu"
1924,22525,Morrisons,llm_completion,0.85,"Nissin Soba brand match, Chili/Wok style flavour variant, similar weight (115g vs 110-113g cluster range). Minor weight variation but core product is identical."
2136,24577,Morrisons,llm_completion,0.85,Kopparberg Mixed Fruit is the same brand and variety as the cluster. Volume is smaller (2638.2ml vs 3300-3960ml) but appears to be a different pack size/count o
10070,13201,ASDA,llm_completion,0.85,"ASDA Classic Runny Honey 454g matches the core product: clear honey, 454g weight, own-brand equivalent to cluster. 'Runny' is a standard descriptor for liquid h"
9344,12071,ASDA,llm_completion,0.85,"Bom Bahia by ASDA Royal Chicken Biryani 400g matches the cluster's core product: chicken biryani, 400g ready meal. Own-brand variants across different SMs are a"
11204,5497,ASDA,llm_completion,0.85,"ASDA own-brand diced onions, same core product (frozen diced onions) as cluster. Weight difference (650g vs 500g) is minor variation across retailers' own-brand"
3372,51814,Tesco,llm_completion,0.85,"Light & Free brand, peach and passion fruit flavour, fat free yoghurt, 4x115g pack (460g total). Only difference is 'Greek Style' descriptor which is a minor va"
8784,18674,Morrisons,llm_completion,0.85,Morrisons Chicken Tikka Sandwich Filler matches the core product (cooked chicken tikka) and weight (200g is within the range of cluster products 150-180g). Whil
8593,63643,Tesco,llm_completion,0.85,"Cadbury Mini Eggs, same brand and product line as cluster. 80g matches Morrisons size. Only minor difference is Orange flavor vs standard, but core product (Cad"
11580,14580,ASDA,llm_completion,0.85,Pork mince is the core product. A is pork mince 500g (matches Sainsbury's and Tesco weights). Own-brand across different SMs is acceptable. Fat content not spec
8313,18353,Morrisons,llm_completion,0.85,"Raw Patagonian Scallops from Morrisons Fishmongers. Core product matches cluster (raw scallops, same variety). Weight is 125g vs 150g in cluster - slight varian"
8736,44256,Sains,llm_completion,0.85,Slow cooked pulled pork with BBQ sauce (sweet/smoky variant). Close match to cluster despite slightly higher weight (569g vs 410-500g) and Sainsbury's own-brand
3545,46279,Sains,llm_completion,0.85,Slow cooked British beef short ribs on the bone matches the core product of the cluster. All three cluster items feature beef short ribs as the primary protein 
8633,47911,Sains,llm_completion,0.85,"Birds Eye Garden Mix Steamfresh x4 is a steam bag vegetable rice product with 4 pack count, matching the cluster's core product type (rice with vegetables, 4 st"
8732,58691,Tesco,llm_completion,0.85,"Growers Harvest Tomato Puree 200g matches the core product: tomato puree, 200g size, consistent with cluster's plain tomato puree products. Cluster contains pla"
880,38614,Sains,llm_completion,0.85,Ocean Spray Cranberry Classic 1L matches the brand (Ocean Spray) and volume (1000ml). The cluster contains mixed cranberry products (pure cranberry and cranberr
8981,56884,Tesco,llm_completion,0.85,Lancashire Cheese variety match. Weight difference (190g vs 250g) is minor variation across retailers; core product (Lancashire Cheese) is identical across clus
9085,15774,ASDA,llm_completion,0.85,ASDA Extra Special Vanilla Crown 2 Pack matches the cluster's core product: vanilla-flavored ice cream in a 2-pack crown format. All three cluster items are van
992,23763,Morrisons,llm_completion,0.85,"Cake Decor Sicilian Lemon Extract 38ml matches the core product: same flavour (Sicilian Lemon), same format (extract), same volume (38ml matches Sainsbury's 38."
5285,36647,Sains,llm_completion,0.85,"Salt & Vinegar flavour crisps, 150g weight matches cluster. Tyrrells is a branded alternative to own-brand crisps in the cluster, but same core product type and"
10081,16362,ASDA,llm_completion,0.75,"ASDA Skipjack Tuna Steaks in Brine is tuna in brine, though 'steaks' vs 'chunks' indicates different cut/variety, and 150g vs 145g is close but not identical we"
8270,63385,Tesco,llm_completion,0.75,"Unsmoked gammon joint, similar weight range (1000g vs 900-1200g cluster), same core product type. Minor concern: 'Wiltshire Cured' and 'Crackling' are additiona"
10149,7935,ASDA,llm_completion,0.75,"Same brand (Wikinger), same variety (Bockwurst Style Hot Dogs in Brine), same pack count (8). Weight differs (700g vs 550g cluster), which violates the 'same we"
10347,8793,ASDA,llm_completion,0.75,"ASDA Pickled Gherkins matches the core product (pickled/vinegar gherkins, crinkle cut implied by cluster consistency). Weight 360g is within typical range of cl"
5828,26099,Morrisons,llm_completion,0.75,"Lewis Green Choc Chip Muffins matches the core product: chocolate chip muffins in mini size. Own-brand variants across SMs are acceptable. However, pack count/w"
6661,35563,Sains,llm_completion,0.75,"Belazu Sun-Dried Tomato Pesto matches the core product (sun-dried tomato pesto), but differs in brand (Belazu vs Filippo Berio) and weight (165g vs 190g). While"
9813,8535,ASDA,llm_completion,0.75,"Garlic seasoning/flavoring product, 50g size matches Sainsbury's listing. 'Garlic Grinder' variant is close to 'Garlic Pepper' core product, though 'Seasoning G"
7943,61669,Tesco,llm_completion,0.75,Tesco Finest British S/A Crackling Pork Rib Eye Shoulder Roast combines rib and shoulder cuts matching the cluster's mix of ribs and shoulder products. Weight r
5912,26079,Morrisons,llm_completion,0.75,Morrisons Plain Tortilla Wrap matches the wholemeal tortilla wrap core product from the cluster. All three SMs offer own-brand wholemeal tortilla wraps in 8-pac
7733,52312,Tesco,llm_completion,0.75,"Drosed Podlaski Chicken Pate & Tomatoes matches the core product (poultry pate with tomatoes). Weight is 100g vs 130-131g in cluster, which is a notable differe"
11692,3976,ASDA,llm_completion,0.75,ASDA Fruit & Seed Mix is an own-brand product matching the core product category (fruit & nuts/seeds mix) with similar weight (150g vs 190-200g cluster range). 
11092,10659,ASDA,llm_completion,0.75,The BAKERY at ASDA 5 Oaty Flapjacks matches the core product (flapjack cake bars). All cluster items are flapjacks ~240g. Confidence reduced slightly due to lac
11934,935,ASDA,llm_completion,0.75,"Cherry tomatoes, similar weight (300g vs 250g cluster), own-brand ASDA acceptable as cluster contains own-brands from different SMs. Weight difference is minor "
11583,14579,ASDA,llm_completion,0.75,"ASDA own-brand beef mince 500g matches the cluster's core product (own-brand beef mince, 500g). Fat content varies across cluster (12-20%) and is typical for st"
9412,9868,ASDA,llm_completion,0.75,"ASDA Extra Special Garlic Stuffed Green Olives is garlic & chilli olives (190g), matching the core product of the cluster. Weight variation (160-220g range) is "
6918,19939,Morrisons,llm_completion,0.75,"Market Street Deli Quiche Lorraine is same core product (Quiche Lorraine) and Morrisons own-brand equivalent. Weight is 200g vs cluster's 160-170g, but this is "
10563,7968,ASDA,llm_completion,0.75,Own-brand tinned fruit in light syrup with similar weight (340g vs 370-425g range). Pineapple variety matches Morrisons cluster member. Minor weight variation a
63,55091,Tesco,llm_completion,0.75,"Same core product (Yorkshire Tea, 40 bags, 125g) but missing 'Taylors of Harrogate' brand name in Tesco listing - likely same product with simplified branding o"
