ensemble_cluster_id,product_idx,supermarket,source,confidence,reason
1943,57025,Tesco,llm_completion,0.95,"Same brand (Mug Shot/Mugshot), same variety (Creamy Cheese Pasta), same weight (68g). Minor spelling variation (Mugshot vs Mug Shot) is inconsequential."
1940,57298,Tesco,llm_completion,0.95,"Same brand (Naked), same variety (Japanese Style Katsu Curry), same weight (78g). Candidate A matches the cluster specifications exactly."
1888,22147,Morrisons,llm_completion,0.95,"Same brand (Pot Noodle), same flavour (Piri Piri Chicken), same weight (90g). Minor naming variation ('Piri Piri' vs 'Piri-Piri') is immaterial."
2517,64061,Tesco,llm_completion,0.95,"Brancott Estate Sauvignon Blanc, 750ml - same brand, same variety, same volume. The 'Reserve' designation is a product line variant within the same core product"
9311,40655,Sains,llm_completion,0.95,"Sainsbury's Apple & Elderflower 1L matches the cluster's core product: apple & elderflower flavour, 1000ml volume, own-brand juice drink. Cluster contains same "
7387,34626,Sains,llm_completion,0.95,"Same brand (Bonne Maman), same flavour (Damson), same weight (370g). Cluster has minor weight variation (375g vs 370g) but candidate A matches the Tesco 370g va"
7313,30608,Morrisons,llm_completion,0.95,"Morrisons The Best Prosecco Rose DOC 750ml matches the cluster's core product: Prosecco DOC Rosé variety, 750ml volume. Own-brand equivalent to the branded prod"
11635,4083,ASDA,llm_completion,0.95,"ASDA Tangy & Crisp Jazz Apples matches the cluster's core product: Jazz Apple variety, 6-pack format (implied by 'Tangy & Crisp' descriptor matching standard Ja"
9481,14276,ASDA,llm_completion,0.95,"ASDA 4 Pork Scotch Eggs 450g matches the cluster: same pack count (4), same weight (450g), same core product (Scotch Eggs). Own-brand variants across different "
8700,56692,Tesco,llm_completion,0.95,"Tesco Finest Strawberries 227g matches the cluster's core product: premium own-brand strawberries, consistent 227g weight across ASDA and Tesco, same variety (p"
6679,33955,Sains,llm_completion,0.95,"Same brand (Itsu), same variety (Miso Easy Traditional), same weight (105g), same pack count (5x21g). Product name includes 'Soup' descriptor but this is a mino"
6718,52587,Tesco,llm_completion,0.95,"Same brand (Nestlé), same variety (Honey Nut Flakes), same weight (350g), gluten-free specification matches. Minor naming variations (GoFree vs Go Free) are for"
395,29483,Morrisons,llm_completion,0.95,"Morrisons Organic Potatoes 1500g matches the cluster: organic white potatoes, 1500g weight, own-brand across different SMs is allowed for identical core product"
9492,9043,ASDA,llm_completion,0.95,"ASDA Organic Semi Skimmed Milk 1136ml matches the cluster's core product: organic, semi-skimmed milk, British origin implied by cluster, same ~1136ml volume (2 "
334,54840,Tesco,llm_completion,0.95,"Same brand (Ovaltine), same variety (Original), same weight (300g). 'Add Water Drink' is a product descriptor, not a variety distinction from 'Light' - both ref"
13869,28912,Morrisons,llm_completion,0.95,"Weight Watchers from Heinz Chicken Tikka Masala, 320g - matches brand, variety, and weight of cluster. A and B appear identical (truncated names), both match th"
11563,15246,ASDA,llm_completion,0.95,"ASDA Flavoursome 2 Smoked Gammon Steaks 450g matches the cluster: same core product (smoked gammon steaks), same pack count (2 steaks), same weight (450g). Own-"
11576,63414,Tesco,llm_completion,0.95,"Woodside Farms Smoked Back Bacon 300G matches the cluster's core product: smoked back bacon, 300g weight. Brand differs but core product (variety, flavour, weig"
6848,19752,Morrisons,llm_completion,0.95,"Same brand (Covent Garden), same variety (Vegetable Soup), same weight (550g). Minor name variation ('Covent Garden Vegetable' vs 'New Covent Garden Vegetable S"
220,21588,Morrisons,llm_completion,0.95,"A matches the cluster: same brand (Starbucks), same flavour (Vanilla), same pack count (10), same weight (50g matches the Sainsbury's listing). The 'By Nespress"
6905,62633,Tesco,llm_completion,0.95,"Pieminister Free Ranger Pie 270G matches the cluster's core product (Chicken & Ham/Leek variant). Same brand, same weight (270g), same pack count (1). The clust"
7008,32856,Sains,llm_completion,0.95,"Lion Bar 4x42g matches the cluster: same brand (Lion), same variety (Milk Chocolate), same pack count (4), same individual bar weight (42g), and total weight ap"
7120,27538,Morrisons,llm_completion,0.95,"Thorntons Continental Milk, Dark, White Chocolate Gift Box at 270g matches the cluster's core product (same brand, same variety combining milk/dark/white chocol"
564,19698,Morrisons,llm_completion,0.95,"Rustlers Mini Beefburger matches brand (Rustlers), variety (Mini Beef), and weight (100g vs 101g cluster - negligible difference within tolerance). Candidate B "
11515,2642,ASDA,llm_completion,0.95,"J2O brand, Apple & Mango flavour, 4 bottles, 1097.6ml - matches cluster exactly"
11509,1783,ASDA,llm_completion,0.95,"Same brand (J2O), same flavour (Orange & Passion Fruit), same volume (1097.6ml), same pack count (4). Matches cluster across all key attributes."
6549,17720,Morrisons,llm_completion,0.95,"Same brand (The Spice Tailor), same variety (Classic Butter Chicken), same weight (300g), same pack count (1). Truncated title is consistent with cluster produc"
6242,39760,Sains,llm_completion,0.95,"Same brand (Rubicon), same flavour (Mango), same volume (1980ml), same pack count (6x330ml). Cluster lists 'Raw Energy' and 'Mango' variants which are different"
6253,50791,Tesco,llm_completion,0.95,"Carousel Oyster Delights, 6 pack, matches cluster across ASDA/Morrisons/Sainsbury's. Candidate B is different flavour (Nougat Wafers), not a match."
6252,49265,Tesco,llm_completion,0.95,"Tesco Sparkling Lemonade matches the cluster's core product (lemonade, 2000ml). Candidate A is Diet Lemonade, a different variety/flavour variant, so it does no"
850,64097,Tesco,llm_completion,0.95,"Same brand (Regal), same flavour (Mango), same volume (320ml). 'Basil Seed Juice' vs 'Basil Seed Drink' are functionally equivalent product names. Matches the S"
843,34890,Sains,llm_completion,0.95,"Same brand (Rubicon), same variety (Sparkling Lychee), same volume (330ml). Candidate A matches all core product criteria of the cluster."
11874,6318,ASDA,llm_completion,0.95,"ASDA 3 Strawberry Jelly & Custard Pots 375g matches the cluster: same core product (jelly & custard pots), same pack count (3), same total weight (375g). Own-br"
11445,11109,ASDA,llm_completion,0.95,"Pepsi Diet 2000ml matches the cluster's core product (Diet Pepsi Cola, 2L/2000ml). Brand, variety, and volume all align. The Sains listing mentions 'Caffeine Fr"
9528,12314,ASDA,llm_completion,0.95,"All cluster items are fish pie 400g from different UK supermarket own-brands (Morrisons, Sainsbury's, Tesco). Candidate A is Bistro by ASDA Fish Pie 400g - same"
716,30767,Morrisons,llm_completion,0.95,"Fridge Raiders brand, chicken-based snack bites, similar weight (69.9g matches cluster items), same product line as cluster items"
6373,61878,Tesco,llm_completion,0.95,"Same brand (Malibu), same variety (Coconut Rum & Cola), same volume (250ml), same pack count (single can). Candidate B matches all core product criteria."
661,20005,Morrisons,llm_completion,0.95,"Ginsters brand, chicken fajita flavour, 170g weight. Matches cluster specifications despite slightly different product naming format."
11456,1798,ASDA,llm_completion,0.95,"Same brand (J2O), same variety (Orange & Passion Fruit), same volume (1000ml), same pack count (4x250ml cans). Minor descriptor variation ('Juice Drink' vs unla"
579,19228,Morrisons,llm_completion,0.95,"Wildlife Choobs brand, strawberry/raspberry flavour yogurt tubes, 220g vs 222g (negligible difference), 6-pack format matches cluster composition"
11475,2633,ASDA,llm_completion,0.95,"Same brand (Big Tom), same volume (750ml), same core product (spiced tomato juice). 'Mix' vs 'Juice' in name is minor nomenclature variation for identical produ"
7286,31084,Morrisons,llm_completion,0.92,"Extra Cool Breeze Sugar Free Chewing Gum Multipack matches brand, variety, and flavor across cluster. Pack count varies (5x10 vs 6x10) but candidate A doesn't s"
10357,58394,Tesco,llm_completion,0.92,"Same core product (chickpeas in salted water), same weight category (380g). Different brand (Summer Pride vs KTC/Cirio) but acceptable as own-brand alternative "
9386,44974,Sains,llm_completion,0.92,"Sainsbury's Garlic Bread matches the core product (garlic flatbread) across all three SMs. Weight not specified for candidate A, but garlic flatbread is the con"
2588,61589,Tesco,llm_completion,0.92,"Cave Des Roches Vouvray is the same core product: Vouvray wine (Chenin Blanc variety), 750ml bottle. All cluster items are Vouvray wines from the same Loire Val"
11681,1113,ASDA,llm_completion,0.92,"ASDA Red Chillies matches cluster variety (red chillies), similar weight (57.8g vs 50-65g range), own-brand equivalent to Morrisons/Sainsbury's/Tesco own-brands"
9560,44616,Sains,llm_completion,0.92,All are premium own-brand steak pies in 500g packs. A matches weight and core product (steak pie). Different flavor variation (red wine vs plain) but same core 
6,31768,Sains,llm_completion,0.92,"Sainsbury's Fairtrade Colombian Coffee matches the cluster: same origin (Colombian), same weight (227g), Fairtrade certified like cluster products, regular (non"
1237,28050,Morrisons,llm_completion,0.92,"Same brand (London Essence Co), same variety (Pomelo & Pink Pepper), same volume (900ml), same pack count (6x150ml implied by volume). Candidate A matches all c"
10981,13038,ASDA,llm_completion,0.92,"Same brand (Freixenet), same variety (Rosado/Rosé Cava), same volume (750ml). 'Seco' (dry) and 'Cava' are both accurate descriptors of the same product - Freixe"
11642,15451,ASDA,llm_completion,0.92,ASDA Extra Special 4 English Apples matches the cluster's core product: British/English apples in a small multi-pack (4-5 pack range). All candidates are own-br
11104,48353,Sains,llm_completion,0.92,"Sainsbury's Caramel Shortcake Slices x4 — 120g matches the cluster's core product (millionaire's shortbread: caramel + shortbread base), pack count (4), and wei"
8021,44780,Sains,llm_completion,0.85,"Hot Buffalo chicken wings, cooked, similar weight (525g vs 500g cluster), same core product type and flavour profile as TGI Fridays Buffalo/Spicy Buffalo varian"
7425,51753,Tesco,llm_completion,0.85,"Streamline brand, orange marmalade, thick cut, reduced/less sugar, 340g. Matches the core product despite 'Reduced' vs 'Less' sugar terminology and one listing "
8518,19601,Morrisons,llm_completion,0.85,"Yamas! Greek Feta Cheese 200g matches the core product: Greek feta cheese, same 200g weight. Different brand from cluster (which are own-brands), but same core "
8488,27169,Morrisons,llm_completion,0.85,Reese's Hollow Egg matches brand (Reese's) and weight (~250g vs 252g cluster average). Core product is a Reese's peanut butter chocolate Easter egg. B is own-br
885,27874,Morrisons,llm_completion,0.85,"B matches the cluster's core product: own-brand orange squash, no added sugar, high juice content, 946ml volume. A lacks the 'no added sugar' specification pres"
896,53084,Tesco,llm_completion,0.85,"Dole brand, fruit in juice, 4-pack format (4 x 113g = 452g), same weight as cluster. Matches core product structure despite different fruit variety (mandarins v"
8389,48345,Sains,llm_completion,0.85,"Lemon Slices x6 matches the core product (lemon flavour, 6 pack count). Sainsbury's own-brand is allowed as the unbranded product is identical to Mr Kipling Lem"
6105,52149,Tesco,llm_completion,0.85,Tesco Free From 5 Chocolate Coated Cake Slices matches the cluster's core product: all are own-brand chocolate cake slices with similar pack counts (5-6 slices)
7479,52490,Tesco,llm_completion,0.85,"Peanut butter, crunchy variety, 340g weight matches cluster. Different brand (Nuts About Nature vs cluster's own-brands) but same core unbranded product specifi"
9700,7729,ASDA,llm_completion,0.85,"ASDA Chilli Beans in Chilli Sauce 390g matches the core product: red kidney beans in chilli sauce, own-brand across SMs, weight 390g aligns with Tesco variant i"
9706,3829,ASDA,llm_completion,0.85,"ASDA Juicy & Sweet Pineapple Chunks is pineapple chunks in juice, same core product as cluster. Weight ~400g matches cluster range (425-435g). Own-brand variati"
13903,28146,Morrisons,llm_completion,0.85,"Morrisons The Best Dry Cured Back Bacon matches the cluster's core product (unsmoked, dry cured, back bacon). Own-brand premium lines are equivalent across SMs."
5941,26121,Morrisons,llm_completion,0.85,Market Street Chocolate Cupcakes matches the core product - chocolate cupcakes in a standard pack format consistent with cluster (2-4 pack). Own-brand equivalen
713,19015,Morrisons,llm_completion,0.85,"Same brand (Fridge Raiders), same weight (45g), same variety (Southern Style Chicken Bites/Meal Deal). Minor naming variation between SMs but core product is id"
11878,12083,ASDA,llm_completion,0.85,"A is a fish pie product (700g) from ASDA's own-brand range, matching the cluster's core product of fish pies from different UK supermarket own-brands at compara"
5944,52478,Tesco,llm_completion,0.85,"Rainbow Cupcakes in 4 pack matches the core product. Cluster shows 9, 4, and unspecified counts - A's 4 pack aligns with Sainsbury's x4. Brand is different (The"
606,47178,Sains,llm_completion,0.85,"Brand: Yeo Valley ✓, Product line: Little Yeos ✓, Type: Organic yogurt ✓, Pack count: 4 units ✓, Weight: 360g vs 340g (minor variance acceptable for same core p"
8924,19661,Morrisons,llm_completion,0.85,Morrisons 50% Lighter Mature White Cheddar 240g matches the cluster's core product (mature grated cheddar with reduced fat) despite minor weight difference (240
199,50026,Tesco,llm_completion,0.85,"Cadbury brand, Mini Rolls format, 5 pack size matches the Sainsbury's listing in cluster. Raspberry flavour matches the Sainsbury's Milk Chocolate Raspberry Min"
11913,10388,ASDA,llm_completion,0.85,8 plain wraps matching the cluster's 8 plain tortilla wraps. Pack count and product type align. 'Wraps' vs 'Tortillas' are synonymous for this product category.
6871,18759,Morrisons,llm_completion,0.85,"Morrisons Aromatic Shredded Duck Kit 210g matches the core product - aromatic shredded duck with pancakes, own-brand across different SMs is allowed, weight 210"
243,53933,Tesco,llm_completion,0.85,"Tesco Loaded Triple Chocolate Brownie matches the cluster's core product: chocolate brownie/melting pudding format, similar weight range (380g vs 310-340g clust"
338,43503,Sains,llm_completion,0.85,"Sainsbury's Sweet & Crunchy Stir Fry 600g matches the cluster's core product (vegetable stir-fry, similar weight/size to cluster items). Own-brand stir-fries ac"
6797,45125,Sains,llm_completion,0.85,"Stamford Street Co. Spaghetti Bolognese 400g matches the cluster's core product (spaghetti bolognese, 400g). Cluster contains own-brand equivalents from differe"
6771,38307,Sains,llm_completion,0.85,"Plain waffle cones, pack of 10, gluten-free variant matches the 'Free From' positioning of cluster items. Core product is identical (waffle cones x10), only bra"
8806,29262,Morrisons,llm_completion,0.85,"Cadbury Twirl brand, 240g weight matches cluster. 'Special Gesture' appears to be gift/occasion packaging variant of the same core Twirl product. Flavour (milk "
372,43423,Sains,llm_completion,0.85,"Sainsbury's Sundream Plum Vine Tomatoes matches the cluster's core product: vine-ripened tomatoes, 250g weight, premium/flavored variety (plum/sweet), and Sains"
402,52563,Tesco,llm_completion,0.85,"All-rounder potatoes are general purpose white potatoes, matching the cluster's white potato variety. 2kg weight matches. Own-brand products from different supe"
9227,14131,ASDA,llm_completion,0.85,Krakus Kabanossy is the same brand (Krakus) and core product (smoked pork snack/kabanos) as cluster. Weight 175g matches Morrisons entry. 'Kabanossy' is a varia
6656,21537,Morrisons,llm_completion,0.85,"Loyd Grossman Sundried Tomato matches the core product: sundried tomato pesto/paste variety, 190g weight, consistent with cluster products from different brands"
8563,19593,Morrisons,llm_completion,0.85,Morrisons Mature White Cheddar is the same core product as the cluster - all are mature cheddar cheese in similar weights (240g vs 220-250g range). Candidates B
9284,1026,ASDA,llm_completion,0.85,"Sweet chilli/spicy beetroot product, similar weight range (170g vs 180-200g cluster), own-brand supermarket equivalent. Core product matches: beetroot with swee"
9369,2908,ASDA,llm_completion,0.85,Bucatini spaghetti at 500g matches the cluster's core product (Sainsbury's and Tesco both offer Bucatini). ASDA's Pastificio Liguori Bucatini No.6 500g is the s
10643,36479,Sains,llm_completion,0.85,"Cake Decor Edible Cake Pens matching brand and core product. Pack count x8 and weight 16g align with cluster items. Cluster shows variation in pack counts (8, 1"
7964,63311,Tesco,llm_completion,0.85,"Unsmoked gammon steaks, 300g weight matches cluster. Woodside Farms is a branded product but represents the same core unsmoked gammon steaks as the cluster's ow"
8034,45962,Sains,llm_completion,0.85,"Sirloin steak, 30-day matured, premium range (Taste the Difference matches Finest/The Best/Extra Special), 225g weight matches cluster. Own-brand premium sirloi"
9448,7212,ASDA,llm_completion,0.85,"ASDA Creamy Original Soft Cheese 200g matches the cluster's core product: plain/original soft cheese, 200g weight, own-brand across different SMs (Morrisons Sav"
2289,63019,Tesco,llm_completion,0.85,"XIX Premium Vodka matches Xix Premium Vodka from Morrisons in the cluster. Same brand (XIX/Xix), same variety (Premium Vodka), same volume (700ml). The slight s"
4592,50058,Tesco,llm_completion,0.85,Chop Ginger Puree is ginger paste/puree matching the cluster's core product (ginger paste). All three cluster items are ginger-based condiments in similar sizes
2216,62716,Tesco,llm_completion,0.85,"Same core product: peach schnapps, 700ml volume. Brand difference (Tesco own-brand vs Angels/Orchards) is acceptable as own-brands represent identical core prod"
11705,892,ASDA,llm_completion,0.85,ASDA Tangy & Rich Caesar Dressing 175ml matches the core product - Caesar dressing in 175ml format. Different ASDA own-brand variant but same core product as cl
7955,45939,Sains,llm_completion,0.85,"Sainsbury's British Fresh Large Whole Chicken 1.9kg matches the cluster's core product (whole chicken, large size, ~1.9kg weight). Own-brand equivalents across "
4974,28646,Morrisons,llm_completion,0.85,Morrisons The Best Roasted Nut Mix matches the cluster's core product (roasted & salted mixed nuts). Own-brand equivalent across SMs is allowed. Weight is 175g 
2097,50538,Tesco,llm_completion,0.85,"Tesco Lemons Each matches the cluster's core product: unwaxed lemons, own-brand, no specific pack count stated (similar to other SMs' variable pack presentation"
11676,3937,ASDA,llm_completion,0.85,"ASDA Soft & Sweet Kiwi Fruit is a kiwi fruit product matching the cluster's core product (fresh kiwi fruit). While 'Soft & Sweet' is a variety descriptor, it re"
2055,55555,Tesco,llm_completion,0.85,"Pure avocado oil, 250ml volume matches the cluster products (Morrisons and Sainsbury's avocado oils at 250ml). While brand differs (Pure South Press vs cluster "
11069,10441,ASDA,llm_completion,0.85,"All items are 800g own-brand multiseed loaves from different UK supermarkets. ASDA Extra Special Superseeded Loaf matches the core product (multiseed bread, 800"
7546,38830,Sains,llm_completion,0.85,"Gallo Family brand match, White Grenache variety match, 75cl volume match. Note: Cluster shows both White Grenache and Moscato variants, but B matches the Grena"
10241,7591,ASDA,llm_completion,0.85,"ASDA own-brand chopped tomatoes with garlic in tomato juice, 400g matches the cluster pattern of own-brand Italian/garlic chopped tomatoes across UK supermarket"
1868,31191,Morrisons,llm_completion,0.85,Own-brand squash with cherry & berry flavour and no added sugar. Volume ~1400ml is closest match to cluster (1500-1583ml). 'Double concentrate' aligns with 'dou
5632,51275,Tesco,llm_completion,0.85,"Warburtons Protein Thin Bagels x4 matches the Sainsbury's cluster item - same brand (Warburtons), same variety (Protein Thin Bagels), same pack count (4). Weigh"
7554,64195,Tesco,llm_completion,0.85,"Candidate A is Sancerre wine at 750ml, matching the core product (variety and volume) of the cluster. Candidates are comparing named Sancerre wines from differe"
9335,12044,ASDA,llm_completion,0.85,"ASDA Main for Two is ASDA's premium own-brand equivalent to Morrisons The Best, Sainsbury's Taste the Difference, and Tesco Finest. All are chicken tikka masala"
10071,409,ASDA,llm_completion,0.85,"ASDA Cafe Cappuccino 8 x 16g matches the cluster's core product: instant cappuccino sachets, 8-pack format, ~128g total weight. Brand differs (ASDA own-brand vs"
7837,18058,Morrisons,llm_completion,0.85,"Same brand (Sokolow), same weight (600g), same core product (poultry & pork sausages). 'Bukowe' variety appears in Tesco listing, suggesting this is a recognize"
1296,28048,Morrisons,llm_completion,0.85,"Purdey's Energy Rejuvenate with Grape & Apple flavour, 1000ml total volume matches cluster. Text truncation in candidate listing prevents full confirmation of g"
10869,11189,ASDA,llm_completion,0.85,"Pepsi Max No Caffeine matches the cluster variety (Tesco lists 'No Caffeine No Sugar', Sainsbury's and Morrisons list standard Max which is no sugar). Volume 80"
11078,10918,ASDA,llm_completion,0.85,"La Boulangère Selection 6 All Butter Croissants matches the cluster's core product (all butter croissants, 6-pack). While La Boulangère is a branded product ver"
5506,28975,Morrisons,llm_completion,0.85,"Same brand (Pizza Express), same variety (Margherita), similar weight (258.5g vs 245g average), same pack count (1). Minor weight difference acceptable for sing"
5462,18628,Morrisons,llm_completion,0.85,"Morrisons Italian Tagliatelle 500g matches the core product: tagliatelle pasta, 500g weight, own-brand across all four SMs. Cluster specifies 'Fresh Egg' but ca"
11071,50907,Tesco,llm_completion,0.85,"Plain bagels in 5-pack format matching the cluster. New York Bakery is a branded alternative to the own-brand plain bagels, but represents the same core product"
8308,45934,Sains,llm_completion,0.75,Sainsbury's Butcher's choice British Pork Sausage x8 454g matches the cluster's core product (standard pork sausages) with comparable weight (454g vs 400-450g r
8522,18495,Morrisons,llm_completion,0.75,"Rustlers brand cheese burger, similar weight (~170g), same core product. 'Flame Grilled' vs 'Essential' are likely variant names for the same burger across diff"
12112,1164,ASDA,llm_completion,0.75,"ASDA Prawn Mayo on Oatmeal Bread is a prawn mayonnaise sandwich. However, the bread type differs (oatmeal vs unspecified in cluster), and weight/pack details ar"
7939,59849,Tesco,llm_completion,0.75,"Plain whole chicken, medium size (~1.5kg), own-brand, matches cluster's core product. C and D have added flavours/stuffing, A is larger/variable weight, E is wi"
8037,28220,Morrisons,llm_completion,0.75,Same core product: rump steak. Own-brand variants across different supermarkets are acceptable. Weight (280g) is closest match to cluster range (225-250g). Diff
8316,48370,Sains,llm_completion,0.75,"All cluster items are caterpillar cakes (same core product type). Candidate A is Sainsbury's caterpillar cakes, matching the product category. Different pack fo"
7980,46009,Sains,llm_completion,0.75,"Generic beef roasting joint, similar weight (~1.4kg), no specific variety descriptor like Silverside or Rib. Matches cluster's non-specific roasting joint posit"
5532,61078,Tesco,llm_completion,0.75,Plant-based sausages with caramelised onion flavour. Different brand (Tesco Plant Chef vs This Isn't Pork) but same core product type. Weight differs (300g vs 2
4932,37839,Sains,llm_completion,0.75,"Maggi Air Fryer Fajita is a fajita seasoning variant, closest match to cluster. Weight (27g) is slightly lower than cluster range (30-34.5g) but acceptable vari"
1102,38178,Sains,llm_completion,0.75,"Chocolate baking mix kit, similar weight (285g matches cluster), same product category and purpose as brownie mix kits. Different variety (cake vs brownie) but "
