ensemble_cluster_id,cluster_size,missing_sm,match_letter,picked_idx,confidence,reason,n_candidates
55,3,Morrisons,NONE,,0.85,Candidate A is 'Yorkshire Leaf Tea' without brand attribution. Cluster contains branded products (Taylors of Harrogate/Yorkshire Tea). Without confirmation that,1
54,2,Tesco,NONE,,0.95,"Cluster is 'Taylors of Harrogate Yorkshire Tea' (branded, loose leaf). Candidate A is 'Yorkshire' teabags (different brand, different pack type). Candidate B is",3
18,3,Morrisons,NONE,,0.95,"Candidate A is Logic brand (not L'OR), appears to be peppermint flavored (not classic/intense/decafeine instant coffee). Different brand and different product t",1
29,3,Morrisons,NONE,,0.95,Cluster is Nescafé Original Instant Coffee 300g. Candidate A is oat-based (different product category). Candidates B and C are unrelated products (cigars and be,3
68,3,Morrisons,NONE,,0.95,"Cluster is Clipper brand green tea (80 bags, 160g). Candidates A-B are Terea brand (different brand), C-E are Rizla/Zig Zag rolling papers (completely different",5
6,3,Sains,A,31768.0,0.92,"Sainsbury's Fairtrade Colombian Coffee matches the cluster: same origin (Colombian), same weight (227g), Fairtrade certified like cluster products, regular (non",5
71,3,Morrisons,NONE,,0.95,"Cluster is Clipper Organic Everyday Tea (branded, organic). Candidate A is Morrisons own-brand non-organic. Candidate B is Thompson's (different brand). Candida",3
72,3,Morrisons,NONE,,0.95,"Cluster is Jimmy's brand iced coffee original flavor in 275ml (Sainsbury's/Tesco) or 250ml (ASDA). Candidates A and B are Costa brand (different brand), not Jim",4
66,3,Morrisons,NONE,,0.95,"Cluster is Green Tea with Lemon (own-brand, 20 bags, ~38-50g). Candidates A, D, E have different flavors (Lemon & Ginger/Detox, Berry, Lemon/Ginger/Turmeric). B",5
89,2,Tesco,A,52374.0,0.99,"Tetley Original Tea Bags, 240 pack, 750g - matches cluster exactly across brand, variety, pack count, and weight",5
102,2,Tesco,NONE,,0.95,Cluster is Taylors of Harrogate brand; all candidates are Tesco own-brand or Tesco Finest. Different brand means not the same core product.,5
108,3,Tesco,NONE,,0.95,"Cluster is L'OR Artiste Vigoroso (branded, specific variety, 95g). Candidate A is Tesco Finest Intenso (different brand, different variety, 100g). Candidate B i",3
82,3,Morrisons,NONE,,0.95,Candidate A is own-brand (Morrisons) not Lavazza brand; Candidate B is different brand (Ueshima) and different variety (Tokyo Blend). Neither matches the Lavazz,2
21,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",1
28,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
77,3,Sains,NONE,,0.95,"Cluster is Tetley Green Tea Matcha (50 bags, 105g). Candidate A is Camomile (different variety). Candidate B is Sencha Rose (different brand, different variety)",3
69,3,Sains,NONE,,0.95,"Cluster is Twinings Rooibos & Honey 20 bags 36g. Candidate A has different flavour (Blackcurrant, Rosemary added) and different weight (40g). Candidates B-E all",5
63,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",1
121,2,Morrisons,NONE,,0.95,"Cluster is Tetley Green Tea (beverage tea bags, 50 bags, 100g). All candidates are either different brands (Terea, SKE Crystal) or different product categories ",5
76,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
109,3,Tesco,NONE,,0.95,"Different variety/flavour: cluster is Café Au Lait, candidate is Suny Black. Same brand (Tassimo) and pack count (16) but different core product.",1
83,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
87,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",1
95,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",1
101,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",2
121,2,Sains,NONE,,0.99,"Candidate A is Brita Fill & Go Vital Pink (water filter bottle), completely different product category from Tetley Green Tea Mango & Passionfruit tea bags. Diff",1
89,2,Sains,A,31561.0,0.95,"Tetley brand, tea bags, 240 pack count, 750g weight. 'Everyday' vs 'Original' are different varieties, but this is the closest match. However, the variety diffe",5
95,2,Tesco,NONE,,0.99,"Candidate A is White Tea, not Peppermint Tea. Different flavour/variety from cluster.",1
138,3,Sains,NONE,,0.95,"Cluster is Tetley Fresh Mint Tea Bags. All candidates are either different brands (Sainsbury's own-brand, Irwin's), different flavors (Berry, Matcha, Turmeric, ",5
125,2,Morrisons,NONE,,0.95,L&B Blue Original is a different brand (Lyons & Brand) from PG Tips. Different brand = different core product.,1
120,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",3
114,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",1
110,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",3
141,2,Morrisons,A,23750.0,0.85,"Good Earth brand, Moroccan Mint variety, 27g weight matches cluster. Text truncation ('Moro…') likely indicates 'Moroccan Mint'. Pack count not explicitly state",3
102,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",3
125,2,Sains,NONE,,0.95,"Different brand (Red Label vs PG Tips), different weight (125g vs 116g), same pack count (40). Core product is not identical.",1
122,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
135,3,Tesco,NONE,,0.99,"Candidate A is a coffee liqueur (alcoholic beverage), not coffee beans/grounds. Candidate B is wine, not coffee. Neither matches the cluster's Taylors of Harrog",2
126,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
161,2,Morrisons,NONE,,0.95,"Cluster contains instant hot chocolate powders (375g and 350g). All candidates are chocolate confectionery/cereals/spreads, not instant hot chocolate powder. No",5
134,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",1
164,3,Morrisons,NONE,,0.95,"Cluster contains Tetley Zingy Lemon & Ginger (20 bags, 40g) and Teapigs Lemon & Ginger (15 bags, 37.5g). Candidate B is Good Earth brand (different brand), Cand",5
128,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",4
133,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",2
165,2,Morrisons,NONE,,0.95,"Cluster is Cafedirect brand Mayan Gold Mexico variety 200g. Candidates A-B are Morrisons own-brand (different brand), C-D are Caffe Nero brand (different brand ",4
140,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",4
143,2,Morrisons,NONE,,0.95,"Different brand (Morrisons vs Nescafé), different variety (Italian Coffee vs Azera Perky Blenders Craft), and different pack format (10 bags vs instant coffee j",1
136,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
152,3,Sains,NONE,,0.95,Different brand (Sainsbury's Infusions vs Tetley Herbal Pure). Cluster is Tetley branded; candidate is Sainsbury's own-brand. Brand is a core product attribute.,1
183,3,Tesco,NONE,,0.95,Cluster contains rich/full roast instant coffee 200g from three different supermarket own-brands. Candidate A (Tesco Classic) is a different variety (Classic vs,5
153,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",2
153,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
140,2,Tesco,NONE,,0.95,"Candidate A is Taylors Lemon & Ginger (different brand, different flavour - includes ginger, different pack count 20 vs 15). Candidate B is a protein bar (compl",2
157,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
201,3,Sains,NONE,,0.95,"Candidate A is Nescafe Gold Roast Decaffeinated (different variety - decaf vs unsweetened cappuccino), different weight (100g vs 113.6g), and different product ",1
211,3,Tesco,NONE,,0.95,Cluster is Costa Intensely Dark Amazonian Blend 200g. Candidate B is Costa but different variety (Mocha Italia Signature Decaf). Candidates A and C are own-bran,3
159,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",1
161,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
199,3,Tesco,C,50026.0,0.85,"Cadbury brand, Mini Rolls format, 5 pack size matches the Sainsbury's listing in cluster. Raspberry flavour matches the Sainsbury's Milk Chocolate Raspberry Min",5
173,2,Morrisons,NONE,,0.95,"Cluster is Twinings Mango & Strawberry with Zesty Lime tea (20 bags, 50g). Candidates A-E are either different flavors (A: Mango & Pineapple), vape products (B-",5
223,3,Sains,NONE,,0.99,"Candidate A is a fruit loaf (baked good), while cluster is a bubble tea mixology kit (beverage/drink product). Completely different core products.",1
173,2,Tesco,NONE,,0.99,"Candidate A is Candy Kittens sweets, not Twinings tea. Different product category, brand, and type entirely.",1
165,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
184,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
186,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",2
225,3,Sains,NONE,,0.99,"Candidate A is a gluten-free salty snack (Schär brand), completely different from the chai/tea cluster. Different product category, different brand, different f",1
190,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
232,2,Morrisons,NONE,,0.95,"Cluster is instant coffee granules (decaf). A is ground coffee (different form), B is tea bags (different product), C is coffee beans (different form). No candi",3
182,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",4
236,2,Morrisons,NONE,,0.95,"Candidate A is a frozen cake (different product form/preparation state), while cluster is hot chocolate fudge cake (ambient/fresh). Candidate B is ice cream, co",2
217,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",1
215,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
219,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",2
220,3,Morrisons,A,21588.0,0.95,"A matches the cluster: same brand (Starbucks), same flavour (Vanilla), same pack count (10), same weight (50g matches the Sainsbury's listing). The 'By Nespress",2
232,2,Tesco,NONE,,0.95,Cluster is decaffeinated instant coffee (Gold Roast Decaf). Candidate A is regular instant coffee (not decaf). Candidate B is regular instant coffee (not decaf),5
239,3,Morrisons,NONE,,0.99,"Cluster is Galaxy Vegan Instant Hot Chocolate 250g. Candidate A is Options brand (different brand), Candidate B is Beefy Drink (completely different product), C",4
224,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
229,3,Tesco,NONE,,0.95,"Cluster is Twinings Superblends Immune Support Blackcurrant & Raspberry. Candidate A is Tesco own-brand Immune (different brand, different variety). Candidates ",3
240,2,Tesco,NONE,,0.95,"Cluster contains drinking chocolate (hot beverage powder), candidates are chocolate confectionery/bars. No candidate matches the core product category of drinki",5
228,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
230,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
249,2,Sains,NONE,,0.95,Cluster is milkshake mix powder (dry mix). Candidate A is ready-to-drink protein shake (330ml liquid). Candidate B is meal replacement shake powder but differen,2
231,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
231,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
243,3,Tesco,B,53933.0,0.85,"Tesco Loaded Triple Chocolate Brownie matches the cluster's core product: chocolate brownie/melting pudding format, similar weight range (380g vs 310-340g clust",5
235,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",1
246,3,Morrisons,NONE,,0.95,"Cluster is Options Vegan Belgian Hot Chocolate 200g. Candidate A is different flavour (Hazelnut Praline) and different weight (220g). Candidates B, D are differ",5
266,3,Sains,NONE,,0.95,"Candidate A is Sainsbury's own-brand Mocha Cookies (food product), not Costa Coffee Millionaires Mocha sachets (beverage). Different brand, different product ty",1
238,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
236,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",4
238,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
283,2,Morrisons,NONE,,0.95,"Cluster contains Earl Grey tea (specific flavour) from branded/own-brand sources. Candidate A is Tetley brand (different brand), Candidate B is Tetley Decaf (di",3
242,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",2
291,2,Morrisons,NONE,,0.95,"Cluster is Splenda Minis brand tablets. Candidate A is Truvia (different brand). Candidate B is Coke Zero (beverage, not sweetener tablets). Candidate C is Slim",3
240,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",4
282,3,Morrisons,NONE,,0.95,"Cluster is Starbucks White Mocha Dolce Gusto pods (12x123g=1476g total or 120g). Candidate A is Cappuccino (different flavour), B is Instant Caramel Latte (diff",3
268,2,Morrisons,NONE,,0.95,"Cluster is Nescafe Gold Iced Latte Vanilla Cream 7x15g (105g). Candidates A-E are all different varieties (Espresso, Roastery Dark, Roastery Light) or wrong bra",5
247,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",4
291,2,Tesco,B,53715.0,0.95,"Splenda Minis Zero Calorie Sweetener tablets, 100 pack matches the cluster's Splenda Minis product line with same brand, variety, and format",5
249,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
258,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",2
300,3,Tesco,NONE,,0.95,Different brand (Tesco vs Silver Spoon) and different sweetener type (aspartame-based vs granulated sugar substitute). Not own-brand equivalent of same core pro,1
262,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",1
276,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",1
304,3,Morrisons,NONE,,0.95,"Cluster contains caster sugar (fine, quick-dissolving); candidates B and D are granulated/preserving sugar (different varieties). A is syrup, C and E are not su",5
297,2,Tesco,NONE,,0.95,"Candidate A is Tesco own-brand with 300 tablets, while cluster is Truvia branded with 100 tablets (500g total). Different brand, different pack count, and diffe",1
297,2,Morrisons,A,21198.0,0.95,"Truvia Sweetener Tablets matches the brand (Truvia), product type (sweetener tablets), and core product. While exact weight/pack count not specified for candida",2
308,2,Tesco,NONE,,0.95,"Candidate A is Tesco own-brand, while cluster is Tate & Lyle branded product. Different brand means different core product.",1
290,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",2
293,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",1
308,2,Morrisons,NONE,,0.95,Different brand (Truvia vs Tate & Lyle). Brand is a key identifier for same core product.,1
277,3,Morrisons,NONE,,0.95,"Candidate A is Pukka Breathe In (different flavour/variety from Vanilla Chai), Candidates B and C are vanilla extracts (completely different product category, n",3
283,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",4
293,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",1
295,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",1
310,2,Morrisons,NONE,,0.95,Different brand (Truvia vs Tate & Lyle) and different format (tablets vs powder/granules). Not the same core product.,1
298,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",1
298,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",1
327,3,Morrisons,NONE,,0.99,"Candidates are vaping products (Aqua Vape menthol), cluster is milk (Yeo Valley organic whole milk). Completely different product categories.",2
321,3,Sains,NONE,,0.95,"Cluster contains mixed varieties (Demerara and Caster from different brands/SMs). Candidates A and B are White Caster Sugar (different from Demerara), C is Icin",4
334,3,Tesco,A,54840.0,0.95,"Same brand (Ovaltine), same variety (Original), same weight (300g). 'Add Water Drink' is a product descriptor, not a variety distinction from 'Light' - both ref",3
307,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",2
303,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",2
335,3,Sains,NONE,,0.95,"Candidate A is hot chocolate (different product type from malted drink), different brand (Clipper vs Horlicks/ASDA/Morrisons), different weight (350g vs 400g), ",1
319,2,Tesco,NONE,,0.95,Cluster contains loose icing sugar (500g powder). Candidates A and D are fondant/ready-rolled icing (different product type). B and C are energy drinks (complet,5
302,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",3
311,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",2
329,3,Tesco,NONE,,0.95,Cluster is Ovaltine Chocolate Light 300g. Candidate D is Ovaltine Original (different variety/flavour) 300g. No candidate matches the Chocolate Light variety at,5
318,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",1
338,3,Sains,B,43503.0,0.85,"Sainsbury's Sweet & Crunchy Stir Fry 600g matches the cluster's core product (vegetable stir-fry, similar weight/size to cluster items). Own-brand stir-fries ac",4
319,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
310,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",3
344,3,Morrisons,NONE,,0.95,"Cluster is Sweet Chilli Stir Fry Sauce (165-175g). Candidate A is Hoisin Sauce (different flavour), C is Satay & Sweet Chilli Dip (different product type), D is",5
326,2,Sains,NONE,,0.99,"Different brand (Yazoo vs Options), different product type (milk drink vs instant chocolate drink), different volume (200ml vs 220g)",1
325,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
326,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",2
345,2,Tesco,NONE,,0.95,"Cluster contains stir fry baby vegetables (240-220g). Candidate B is vegetable medley, C is mixed vegetables - neither specifies 'stir fry' or 'baby vegetable' ",4
332,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
345,2,Morrisons,NONE,,0.95,"Cluster is baby vegetable stir fry (vegetable-based). A and C are meat stir fries (pork/beef). B is vegetable bakes, not stir fry. D and E are vegetable fats/oi",5
339,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",1
350,2,Tesco,NONE,,0.95,"The cluster is a plain mixed leaf salad (200g). Candidates C, D, E are either flavored salads (Caesar), salad cheese products, or not salads at all (A, B are eg",5
339,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",4
355,3,Morrisons,NONE,,0.95,"Cluster is Florette Classic Crispy Strong Salad 140g (branded product). Candidates A & B are Salad Cress (different variety), C is Chicken Fillets (completely d",4
353,2,Sains,B,43638.0,0.95,"Same core product: wild rocket/rocket salad, 60g pack, own-brand salad leaf product. Candidate A is a composite salad with salmon and potatoes, fundamentally di",2
371,3,Tesco,NONE,,0.95,Cluster is Round Lettuce (whole vegetable). Candidate A is Butterhead Lettuce (different variety). Candidates B & D are sandwiches (not lettuce). Candidate C is,5
348,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
348,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
372,3,Sains,B,43423.0,0.85,"Sainsbury's Sundream Plum Vine Tomatoes matches the cluster's core product: vine-ripened tomatoes, 250g weight, premium/flavored variety (plum/sweet), and Sains",5
350,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
354,3,Tesco,NONE,,0.95,"Cluster is Sweet & Crisp/Crispy Mixed Salad Bowl (185-220g). Candidates B and C are cheese salads (different variety), D is stir fry (different product type), A",4
349,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",1
352,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
370,2,Sains,NONE,,0.95,Cluster is balsamic dressing (175ml). Candidate A is tabbouleh with herb roasted garlic & lemon dressing (200g) - different product type and weight. Candidate B,2
352,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",3
353,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",1
378,3,Morrisons,NONE,,0.95,Candidate A text is truncated ('Morrisons Vine Ripened Medi…'). Cannot verify if it matches the cluster's core product (vine ripened tomatoes on the vine). The ,1
382,3,Tesco,NONE,,0.95,"Cluster is fresh yellow peppers (unbranded, loose produce). All candidates are processed/packaged food products (chips, meat, burgers). No fresh pepper product ",5
376,2,Sains,NONE,,0.95,"Cluster is cooked beetroot (vegetable), all candidates are cooked meat products (chicken/pork/lamb). Different core products entirely.",5
357,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",3
366,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
386,3,Morrisons,NONE,,0.95,"Cluster is ORGANIC cherry tomatoes (200g). Candidates A, C, D, E are all 'The Best' premium line and non-organic. B is incomplete/truncated. No candidate matche",5
369,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",3
377,2,Tesco,NONE,,0.95,"Candidate A is a stir fry mix (peppers + sugarsnap peas), not pure baby peppers. Candidate B is baby sprouts, not peppers. Neither matches the cluster's core pr",2
